Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-03-13 11:17:00-04:00,388.6300048828125,388.9800109863281,388.5199890136719,388.7699890136719,166346,0.0,0.0,0.0
2023-03-13 11:18:00-04:00,388.7749938964844,389.2300109863281,388.6499938964844,389.19000244140625,275577,0.0,0.0,0.0
2023-03-13 11:19:00-04:00,389.19000244140625,389.2699890136719,388.42999267578125,388.7699890136719,278944,0.0,0.0,0.0
2023-03-13 11:20:00-04:00,388.7900085449219,389.2200012207031,388.7900085449219,389.00799560546875,282875,0.0,0.0,0.0
2023-03-13 11:21:00-04:00,388.9800109863281,389.4200134277344,388.8599853515625,389.04998779296875,250019,0.0,0.0,0.0
2023-03-13 11:22:00-04:00,389.0400085449219,389.25,388.4100036621094,388.6000061035156,277424,0.0,0.0,0.0
2023-03-13 11:23:00-04:00,388.6099853515625,388.70001220703125,387.8399963378906,387.9898986816406,275931,0.0,0.0,0.0
2023-03-13 11:24:00-04:00,387.989990234375,388.5799865722656,387.9700012207031,388.4800109863281,1092011,0.0,0.0,0.0
2023-03-13 11:25:00-04:00,388.5199890136719,388.8999938964844,388.3900146484375,388.489990234375,214974,0.0,0.0,0.0
2023-03-13 11:26:00-04:00,388.5299987792969,389.1000061035156,388.1700134277344,388.82000732421875,400792,0.0,0.0,0.0
2023-03-13 11:27:00-04:00,388.82000732421875,389.2550048828125,388.7820129394531,389.010009765625,206777,0.0,0.0,0.0
2023-03-13 11:28:00-04:00,389.0,389.8599853515625,388.9800109863281,389.7099914550781,686144,0.0,0.0,0.0
2023-03-13 11:29:00-04:00,389.7200012207031,389.7799987792969,389.489990234375,389.6499938964844,371615,0.0,0.0,0.0
2023-03-13 11:30:00-04:00,389.6499938964844,389.8399963378906,389.5,389.760009765625,261811,0.0,0.0,0.0
2023-03-13 11:31:00-04:00,389.760009765625,389.79998779296875,389.1600036621094,389.19500732421875,370669,0.0,0.0,0.0
2023-03-13 11:32:00-04:00,389.2099914550781,389.2250061035156,388.7099914550781,388.7799987792969,558964,0.0,0.0,0.0
2023-03-13 11:33:00-04:00,388.989990234375,389.0,388.94488525390625,388.9700012207031,226748,0.0,0.0,0.0
2023-03-13 11:34:00-04:00,388.9599914550781,388.9800109863281,388.4800109863281,388.5400085449219,300907,0.0,0.0,0.0
2023-03-13 11:35:00-04:00,388.0400085449219,388.04998779296875,388.0400085449219,388.04998779296875,306189,0.0,0.0,0.0
2023-03-13 11:36:00-04:00,388.04998779296875,388.20001220703125,387.79998779296875,388.05999755859375,401480,0.0,0.0,0.0
2023-03-13 11:37:00-04:00,388.114990234375,388.260009765625,387.6000061035156,387.70001220703125,309250,0.0,0.0,0.0
2023-03-13 11:38:00-04:00,387.7049865722656,388.2699890136719,387.57000732421875,388.0419921875,252235,0.0,0.0,0.0
2023-03-13 11:39:00-04:00,387.6499938964844,387.6499938964844,387.6499938964844,387.6499938964844,368110,0.0,0.0,0.0
2023-03-13 11:40:00-04:00,388.0,388.0,387.9949951171875,387.9949951171875,336705,0.0,0.0,0.0
2023-03-13 11:41:00-04:00,388.0379943847656,388.45001220703125,388.0,388.1499938964844,209136,0.0,0.0,0.0
2023-03-13 11:42:00-04:00,388.75,388.7598876953125,388.7200012207031,388.7340087890625,277059,0.0,0.0,0.0
2023-03-13 11:43:00-04:00,388.7200012207031,388.9599914550781,388.3399963378906,388.55999755859375,226761,0.0,0.0,0.0
2023-03-13 11:44:00-04:00,388.57000732421875,388.8599853515625,388.44500732421875,388.5150146484375,163275,0.0,0.0,0.0
2023-03-13 11:45:00-04:00,388.5299987792969,388.6700134277344,388.2099914550781,388.5400085449219,268650,0.0,0.0,0.0
2023-03-13 11:46:00-04:00,388.5400085449219,388.7699890136719,387.94000244140625,388.4800109863281,313546,0.0,0.0,0.0
2023-03-13 11:47:00-04:00,388.44000244140625,388.80999755859375,388.2300109863281,388.7699890136719,265601,0.0,0.0,0.0
2023-03-13 11:48:00-04:00,389.25,389.25,389.25,389.25,395054,0.0,0.0,0.0
2023-03-13 11:49:00-04:00,389.25,389.6400146484375,389.04998779296875,389.3399963378906,308599,0.0,0.0,0.0
2023-03-13 11:50:00-04:00,389.3301086425781,389.42999267578125,388.5,388.7149963378906,554474,0.0,0.0,0.0
2023-03-13 11:51:00-04:00,388.89898681640625,388.89898681640625,388.8699951171875,388.8699951171875,309731,0.0,0.0,0.0
2023-03-13 11:52:00-04:00,388.8599853515625,389.1299133300781,388.5899963378906,388.6600036621094,339037,0.0,0.0,0.0
2023-03-13 11:53:00-04:00,388.6499938964844,388.70001220703125,388.07000732421875,388.3500061035156,386792,0.0,0.0,0.0
2023-03-13 11:54:00-04:00,388.3550109863281,388.5299987792969,387.6000061035156,387.6000061035156,367090,0.0,0.0,0.0
2023-03-13 11:55:00-04:00,387.6099853515625,387.9100036621094,387.30999755859375,387.54998779296875,409617,0.0,0.0,0.0
2023-03-13 11:56:00-04:00,387.55999755859375,388.1700134277344,387.5544128417969,387.82000732421875,119767,0.0,0.0,0.0
2023-03-13 11:57:00-04:00,388.2200012207031,388.2200012207031,388.2200012207031,388.2200012207031,325005,0.0,0.0,0.0
2023-03-13 11:58:00-04:00,388.17999267578125,388.7099914550781,387.8900146484375,388.6499938964844,474324,0.0,0.0,0.0
2023-03-13 11:59:00-04:00,388.6000061035156,389.04998779296875,388.57000732421875,388.8599853515625,186741,0.0,0.0,0.0
2023-03-13 12:00:00-04:00,388.8500061035156,390.3900146484375,388.82000732421875,389.7200012207031,691597,0.0,0.0,0.0
2023-03-13 12:01:00-04:00,389.7099914550781,389.9200134277344,389.45001220703125,389.58599853515625,238067,0.0,0.0,0.0
2023-03-13 12:02:00-04:00,389.6099853515625,389.6698913574219,388.7699890136719,388.8599853515625,239220,0.0,0.0,0.0
2023-03-13 12:03:00-04:00,388.80999755859375,388.80999755859375,388.0299987792969,388.2300109863281,330796,0.0,0.0,0.0
2023-03-13 12:04:00-04:00,388.260009765625,388.5,387.95001220703125,388.4100036621094,324263,0.0,0.0,0.0
2023-03-13 12:05:00-04:00,388.44000244140625,388.8399963378906,388.30999755859375,388.6600036621094,448650,0.0,0.0,0.0
2023-03-13 12:06:00-04:00,388.6499938964844,389.6000061035156,388.54998779296875,389.45001220703125,250826,0.0,0.0,0.0
2023-03-13 12:07:00-04:00,389.4700012207031,389.57000732421875,389.20001220703125,389.29998779296875,144764,0.0,0.0,0.0
2023-03-13 12:08:00-04:00,389.2699890136719,389.4393005371094,389.1099853515625,389.3999938964844,180544,0.0,0.0,0.0
2023-03-13 12:09:00-04:00,389.4200134277344,389.6099853515625,389.32000732421875,389.5299987792969,153310,0.0,0.0,0.0
2023-03-13 12:10:00-04:00,389.4750061035156,389.5400085449219,388.8500061035156,388.9599914550781,282202,0.0,0.0,0.0
2023-03-13 12:11:00-04:00,388.9700012207031,389.0950012207031,388.3399963378906,388.3999938964844,243055,0.0,0.0,0.0
2023-03-13 12:12:00-04:00,388.2900085449219,388.2900085449219,388.2900085449219,388.2900085449219,244194,0.0,0.0,0.0
2023-03-13 12:13:00-04:00,388.29998779296875,389.07989501953125,388.2200012207031,389.07989501953125,256489,0.0,0.0,0.0
2023-03-13 12:14:00-04:00,389.0201110839844,389.2900085449219,388.4100036621094,388.4200134277344,266256,0.0,0.0,0.0
2023-03-13 12:15:00-04:00,388.4100036621094,389.1000061035156,388.2300109863281,388.760009765625,208061,0.0,0.0,0.0
2023-03-13 12:16:00-04:00,388.81500244140625,389.2300109863281,388.57000732421875,389.2099914550781,218238,0.0,0.0,0.0
2023-03-13 12:17:00-04:00,389.2200012207031,389.3800048828125,388.6099853515625,388.739990234375,155448,0.0,0.0,0.0
2023-03-13 12:18:00-04:00,388.7699890136719,388.7699890136719,388.20001220703125,388.239990234375,460641,0.0,0.0,0.0
2023-03-13 12:19:00-04:00,388.2300109863281,388.4800109863281,388.1000061035156,388.2699890136719,172184,0.0,0.0,0.0
2023-03-13 12:20:00-04:00,388.260009765625,388.44989013671875,388.1300048828125,388.44989013671875,133372,0.0,0.0,0.0
2023-03-13 12:21:00-04:00,388.4200134277344,388.4200134277344,388.1099853515625,388.1400146484375,135411,0.0,0.0,0.0
2023-03-13 12:22:00-04:00,388.18011474609375,388.54998779296875,388.0799865722656,388.1400146484375,205663,0.0,0.0,0.0
2023-03-13 12:23:00-04:00,388.1300048828125,388.3399963378906,388.1300048828125,388.239990234375,116303,0.0,0.0,0.0
2023-03-13 12:24:00-04:00,388.2250061035156,388.2799987792969,387.20599365234375,387.3299865722656,0,0.0,0.0,0.0
2023-03-13 12:25:00-04:00,387.30999755859375,387.8299865722656,387.19000244140625,387.44000244140625,286461,0.0,0.0,0.0
2023-03-13 12:26:00-04:00,387.45001220703125,387.45001220703125,387.1449890136719,387.2099914550781,369196,0.0,0.0,0.0
2023-03-13 12:27:00-04:00,387.1900939941406,387.7799987792969,387.1700134277344,387.7799072265625,205511,0.0,0.0,0.0
2023-03-13 12:28:00-04:00,387.7749938964844,387.9100036621094,387.5799865722656,387.8450012207031,203990,0.0,0.0,0.0
2023-03-13 12:29:00-04:00,387.8887023925781,388.010009765625,387.45001220703125,387.8999938964844,131396,0.0,0.0,0.0
2023-03-13 12:30:00-04:00,387.8900146484375,388.04998779296875,387.75,387.82501220703125,308338,0.0,0.0,0.0
2023-03-13 12:31:00-04:00,387.92999267578125,387.9750061035156,387.3999938964844,387.7756042480469,125599,0.0,0.0,0.0
2023-03-13 12:32:00-04:00,387.70001220703125,387.70001220703125,387.1499938964844,387.3900146484375,234655,0.0,0.0,0.0
2023-03-13 12:33:00-04:00,387.32000732421875,387.3599853515625,387.1099853515625,387.1400146484375,165315,0.0,0.0,0.0
2023-03-13 12:34:00-04:00,387.1499938964844,387.4200134277344,386.75,386.80010986328125,341204,0.0,0.0,0.0
2023-03-13 12:35:00-04:00,386.75,387.2300109863281,386.739990234375,387.0299987792969,285593,0.0,0.0,0.0
2023-03-13 12:36:00-04:00,387.0400085449219,387.5899963378906,387.0400085449219,387.3999938964844,259535,0.0,0.0,0.0
2023-03-13 12:37:00-04:00,387.3999938964844,387.7699890136719,387.3999938964844,387.69000244140625,163461,0.0,0.0,0.0
2023-03-13 12:38:00-04:00,387.71990966796875,388.1062927246094,387.6700134277344,387.69000244140625,138158,0.0,0.0,0.0
